Year,State Code,Producer Type,Fuel Source,Generators,Facilities,Nameplate Capacity (Megawatts),Summer Capacity (Megawatts)
2024,IL,Industrial Power,Solar Thermal and Photovoltaic,1.0,1.0,1.5,1.5
2024,IL,Total Electric Power Industry,All Sources,838.0,404.0,50525.6,46279.2
2024,IL,Total Electric Power Industry,Coal,21.0,9.0,7415.2,6694.5
2024,IL,Total Electric Power Industry,Hydroelectric,25.0,8.0,38.3,32.9
2024,IL,Total Electric Power Industry,Natural Gas,282.0,71.0,18755.3,16192.9
2024,IL,Total Electric Power Industry,Nuclear,11.0,6.0,12415.1,11591.6
2024,IL,Total Electric Power Industry,Other,9.0,8.0,178.3,178.3
2024,IL,Total Electric Power Industry,Other Biomass,32.0,12.0,61.3,55.2
2024,IL,Total Electric Power Industry,Other Gases,3.0,1.0,43.4,36.5
2024,IL,Total Electric Power Industry,Petroleum,177.0,39.0,760.7,664.9
2024,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,218.0,215.0,2953.6,2958.7
2024,IL,Total Electric Power Industry,Wind,60.0,55.0,7904.4,7873.7
2024,IN,"Combined Heat and Power, Electric Power",All Sources,9.0,3.0,1460.6,1160.5
2024,IN,"Combined Heat and Power, Electric Power",Coal,4.0,1.0,822.8,594.5
2024,IN,"Combined Heat and Power, Electric Power",Natural Gas,5.0,2.0,637.8,566.0
2024,IN,Commercial Power,All Sources,25.0,6.0,97.7,91.6
2024,IN,Commercial Power,Hydroelectric,1.0,1.0,2.5,2.5
2024,IN,Commercial Power,Natural Gas,9.0,2.0,73.4,70.1
2024,IN,Commercial Power,Other Biomass,1.0,1.0,6.5,5.0
2024,IN,Commercial Power,Petroleum,12.0,3.0,13.8,13.2
2024,IN,Commercial Power,Solar Thermal and Photovoltaic,2.0,1.0,1.5,0.8
2024,IN,"Electric Generators, Electric Utilities",All Sources,256.0,112.0,20897.1,18705.3
2024,IN,"Electric Generators, Electric Utilities",Coal,29.0,11.0,13389.6,12126.9
2024,IN,"Electric Generators, Electric Utilities",Hydroelectric,21.0,5.0,105.0,69.1
2024,IN,"Electric Generators, Electric Utilities",Natural Gas,90.0,21.0,5923.6,5046.8
2024,IN,"Electric Generators, Electric Utilities",Other,6.0,6.0,81.0,81.0
2024,IN,"Electric Generators, Electric Utilities",Other Biomass,26.0,7.0,27.2,26.2
2024,IN,"Electric Generators, Electric Utilities",Other Gases,4.0,1.0,13.2,12.0
2024,IN,"Electric Generators, Electric Utilities",Petroleum,12.0,5.0,77.0,62.8
2024,IN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,67.0,67.0,1174.5,1174.5
2024,IN,"Electric Generators, Electric Utilities",Wind,1.0,1.0,106.0,106.0
2024,IN,"Electric Generators, Independent Power Producers",All Sources,80.0,63.0,7110.5,6996.0
2024,IN,"Electric Generators, Independent Power Producers",Natural Gas,14.0,4.0,2253.0,2141.1
2024,IN,"Electric Generators, Independent Power Producers",Other Biomass,4.0,1.0,7.6,7.1
2024,IN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,40.0,40.0,1315.2,1314.7
2024,IN,"Electric Generators, Independent Power Producers",Wind,22.0,18.0,3534.7,3533.1
2024,IN,Industrial Power,All Sources,48.0,23.0,981.4,883.2
2024,IN,Industrial Power,Natural Gas,20.0,14.0,497.1,403.5
2024,IN,Industrial Power,Other,1.0,1.0,94.6,88.0
2024,IN,Industrial Power,Other Biomass,10.0,2.0,10.3,10.3
2024,IN,Industrial Power,Other Gases,10.0,4.0,370.0,372.1
2024,IN,Industrial Power,Petroleum,7.0,3.0,9.4,9.3
2024,IN,Total Electric Power Industry,All Sources,418.0,207.0,30547.3,27836.6
2024,IN,Total Electric Power Industry,Coal,33.0,12.0,14212.4,12721.4
2024,IN,Total Electric Power Industry,Hydroelectric,22.0,6.0,107.5,71.6
2024,IN,Total Electric Power Industry,Natural Gas,138.0,43.0,9384.9,8227.5
2024,IN,Total Electric Power Industry,Other,7.0,7.0,175.6,169.0
2024,IN,Total Electric Power Industry,Other Biomass,41.0,11.0,51.6,48.6
2024,IN,Total Electric Power Industry,Other Gases,14.0,5.0,383.2,384.1
2024,IN,Total Electric Power Industry,Petroleum,31.0,11.0,100.2,85.3
2024,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,109.0,108.0,2491.2,2490.0
2024,IN,Total Electric Power Industry,Wind,23.0,19.0,3640.7,3639.1
2024,KS,Commercial Power,All Sources,2.0,1.0,4.0,4.0
2024,KS,Commercial Power,Wind,2.0,1.0,4.0,4.0
2024,KS,"Electric Generators, Electric Utilities",All Sources,421.0,124.0,12218.7,11086.0
2024,KS,"Electric Generators, Electric Utilities",Coal,9.0,5.0,4885.6,4695.0
2024,KS,"Electric Generators, Electric Utilities",Natural Gas,210.0,61.0,4436.6,3769.2
2024,KS,"Electric Generators, Electric Utilities",Nuclear,1.0,1.0,1296.3,1176.7
2024,KS,"Electric Generators, Electric Utilities",Petroleum,169.0,54.0,688.5,540.1
2024,KS,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,26.0,26.0,32.6,32.5
2024,KS,"Electric Generators, Electric Utilities",Wind,6.0,5.0,879.1,872.5
2024,KS,"Electric Generators, Independent Power Producers",All Sources,71.0,52.0,8269.0,8212.8
2024,KS,"Electric Generators, Independent Power Producers",Hydroelectric,11.0,1.0,7.0,7.0
2024,KS,"Electric Generators, Independent Power Producers",Other Biomass,9.0,2.0,9.2,9.0
2024,KS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,7.0,7.0,33.3,33.3
2024,KS,"Electric Generators, Independent Power Producers",Wind,44.0,42.0,8219.5,8163.5
2024,KS,Industrial Power,All Sources,7.0,7.0,63.8,53.1
2024,KS,Industrial Power,Natural Gas,5.0,5.0,59.1,49.6
2024,KS,Industrial Power,Other,1.0,1.0,2.0,0.8
2024,KS,Industrial Power,Wind,1.0,1.0,2.7,2.7
2024,KS,Total Electric Power Industry,All Sources,501.0,184.0,20555.5,19355.9
2024,KS,Total Electric Power Industry,Coal,9.0,5.0,4885.6,4695.0
2024,KS,Total Electric Power Industry,Hydroelectric,11.0,1.0,7.0,7.0
2024,KS,Total Electric Power Industry,Natural Gas,215.0,66.0,4495.7,3818.8
2024,KS,Total Electric Power Industry,Nuclear,1.0,1.0,1296.3,1176.7
2024,KS,Total Electric Power Industry,Other,1.0,1.0,2.0,0.8
2024,KS,Total Electric Power Industry,Other Biomass,9.0,2.0,9.2,9.0
2024,KS,Total Electric Power Industry,Petroleum,169.0,54.0,688.5,540.1
2024,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,33.0,33.0,65.9,65.8
2024,KS,Total Electric Power Industry,Wind,53.0,49.0,9105.3,9042.7
2024,KY,Commercial Power,All Sources,1.0,1.0,1.1,0.9
2024,KY,Commercial Power,Solar Thermal and Photovoltaic,1.0,1.0,1.1,0.9
2024,KY,"Electric Generators, Electric Utilities",All Sources,145.0,41.0,19952.0,17073.5
2024,KY,"Electric Generators, Electric Utilities",Coal,27.0,9.0,10260.6,8631.0
2024,KY,"Electric Generators, Electric Utilities",Hydroelectric,36.0,9.0,1095.2,1132.6
2024,KY,"Electric Generators, Electric Utilities",Natural Gas,53.0,13.0,8539.5,7256.6
2024,KY,"Electric Generators, Electric Utilities",Other Biomass,16.0,5.0,13.8,13.6
2024,KY,"Electric Generators, Electric Utilities",Petroleum,6.0,1.0,10.6,10.8
2024,KY,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,7.0,7.0,32.3,28.9
2024,KY,"Electric Generators, Independent Power Producers",All Sources,24.0,13.0,1555.9,1230.7
2024,KY,"Electric Generators, Independent Power Producers",Hydroelectric,8.0,2.0,4.6,4.8
2024,KY,"Electric Generators, Independent Power Producers",Natural Gas,5.0,1.0,1150.0,825.0
2024,KY,"Electric Generators, Independent Power Producers",Other Biomass,4.0,3.0,5.0,4.6
2024,KY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,7.0,7.0,396.3,396.3
2024,KY,Industrial Power,All Sources,4.0,3.0,119.7,75.3
2024,KY,Industrial Power,Natural Gas,1.0,1.0,26.7,23.0
2024,KY,Industrial Power,Wood and Wood Derived Fuels,3.0,2.0,93.0,52.3
2024,KY,Total Electric Power Industry,All Sources,174.0,58.0,21628.7,18380.4
2024,KY,Total Electric Power Industry,Coal,27.0,9.0,10260.6,8631.0
2024,KY,Total Electric Power Industry,Hydroelectric,44.0,11.0,1099.8,1137.4
2024,KY,Total Electric Power Industry,Natural Gas,59.0,15.0,9716.2,8104.6
2024,KY,Total Electric Power Industry,Other Biomass,20.0,8.0,18.8,18.2
2024,KY,Total Electric Power Industry,Petroleum,6.0,1.0,10.6,10.8
2024,KY,Total Electric Power Industry,Solar Thermal and Photovoltaic,15.0,15.0,429.7,426.1
2024,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,3.0,2.0,93.0,52.3
2024,LA,"Combined Heat and Power, Electric Power",All Sources,3.0,1.0,555.0,521.0
2024,LA,"Combined Heat and Power, Electric Power",Natural Gas,3.0,1.0,555.0,521.0
2024,LA,Commercial Power,All Sources,2.0,2.0,27.1,27.0
2024,LA,Commercial Power,Natural Gas,2.0,2.0,27.1,27.0
2024,LA,"Electric Generators, Electric Utilities",All Sources,96.0,34.0,18001.9,15993.1
2024,LA,"Electric Generators, Electric Utilities",Coal,2.0,2.0,1172.6,1012.8
2024,LA,"Electric Generators, Electric Utilities",Natural Gas,75.0,25.0,13528.6,12024.2
2024,LA,"Electric Generators, Electric Utilities",Nuclear,2.0,2.0,2235.7,2051.5
2024,LA,"Electric Generators, Electric Utilities",Other,1.0,1.0,50.9,41.1
2024,LA,"Electric Generators, Electric Utilities",Petroleum,12.0,5.0,989.6,839.0
2024,LA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,4.0,4.0,24.5,24.5
2024,LA,"Electric Generators, Independent Power Producers",All Sources,29.0,14.0,4061.7,3560.8
2024,LA,"Electric Generators, Independent Power Producers",Coal,2.0,1.0,1276.9,1108.8
2024,LA,"Electric Generators, Independent Power Producers",Hydroelectric,8.0,1.0,192.0,192.0
2024,LA,"Electric Generators, Independent Power Producers",Natural Gas,9.0,3.0,1534.8,1220.8
2024,LA,"Electric Generators, Independent Power Producers",Other Biomass,1.0,1.0,12.1,11.1
2024,LA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,9.0,9.0,1045.9,1028.1
2024,LA,Industrial Power,All Sources,108.0,40.0,5579.4,4604.8
2024,LA,Industrial Power,Natural Gas,67.0,23.0,4482.3,3708.9
2024,LA,Industrial Power,Other,18.0,10.0,394.9,315.7
2024,LA,Industrial Power,Other Biomass,1.0,1.0,1.0,1.0
2024,LA,Industrial Power,Other Gases,6.0,2.0,223.5,167.6
2024,LA,Industrial Power,Petroleum,2.0,1.0,4.0,3.6
2024,LA,Industrial Power,Wood and Wood Derived Fuels,14.0,7.0,473.7,408.0
2024,LA,Total Electric Power Industry,All Sources,238.0,91.0,28225.1,24706.7
2024,LA,Total Electric Power Industry,Coal,4.0,3.0,2449.5,2121.6
2024,LA,Total Electric Power Industry,Hydroelectric,8.0,1.0,192.0,192.0
2024,LA,Total Electric Power Industry,Natural Gas,156.0,54.0,20127.8,17501.9
2024,LA,Total Electric Power Industry,Nuclear,2.0,2.0,2235.7,2051.5
2024,LA,Total Electric Power Industry,Other,19.0,11.0,445.8,356.8
2024,LA,Total Electric Power Industry,Other Biomass,2.0,2.0,13.1,12.1
2024,LA,Total Electric Power Industry,Other Gases,6.0,2.0,223.5,167.6
2024,LA,Total Electric Power Industry,Petroleum,14.0,6.0,993.6,842.6
2024,LA,Total Electric Power Industry,Solar Thermal and Photovoltaic,13.0,13.0,1070.4,1052.6
2024,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,14.0,7.0,473.7,408.0
2024,MA,"Combined Heat and Power, Electric Power",All Sources,7.0,2.0,410.2,381.7
2024,MA,"Combined Heat and Power, Electric Power",Natural Gas,6.0,2.0,388.9,363.7
2024,MA,"Combined Heat and Power, Electric Power",Petroleum,1.0,1.0,21.3,18.0
2024,MA,Commercial Power,All Sources,89.0,25.0,460.5,402.0
2024,MA,Commercial Power,Hydroelectric,2.0,1.0,2.0,2.0
2024,MA,Commercial Power,Natural Gas,28.0,12.0,166.7,149.1
2024,MA,Commercial Power,Other,4.0,3.0,4.8,4.8
2024,MA,Commercial Power,Other Biomass,4.0,3.0,162.0,131.8
2024,MA,Commercial Power,Petroleum,33.0,6.0,102.1,91.1
2024,MA,Commercial Power,Solar Thermal and Photovoltaic,8.0,6.0,8.5,8.5
2024,MA,Commercial Power,Wind,10.0,6.0,14.4,14.7
2024,MA,"Electric Generators, Electric Utilities",All Sources,105.0,53.0,1177.2,1029.8
2024,MA,"Electric Generators, Electric Utilities",Hydroelectric,20.0,7.0,83.0,82.1
2024,MA,"Electric Generators, Electric Utilities",Natural Gas,19.0,7.0,388.9,340.4
2024,MA,"Electric Generators, Electric Utilities",Other,6.0,6.0,19.0,18.9
2024,MA,"Electric Generators, Electric Utilities",Petroleum,28.0,8.0,594.2,496.5
2024,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,26.0,26.0,66.1,65.9
2024,MA,"Electric Generators, Electric Utilities",Wind,6.0,4.0,26.0,26.0
2024,MA,"Electric Generators, Independent Power Producers",All Sources,750.0,567.0,10664.4,9651.2
2024,MA,"Electric Generators, Independent Power Producers",Hydroelectric,55.0,22.0,186.5,183.1
2024,MA,"Electric Generators, Independent Power Producers",Natural Gas,30.0,14.0,5005.7,4133.6
2024,MA,"Electric Generators, Independent Power Producers",Other,105.0,104.0,279.2,280.7
2024,MA,"Electric Generators, Independent Power Producers",Other Biomass,17.0,9.0,170.0,126.4
2024,MA,"Electric Generators, Independent Power Producers",Petroleum,15.0,6.0,1755.1,1666.2
2024,MA,"Electric Generators, Independent Power Producers",Pumped Storage,6.0,2.0,1834.0,1834.0
2024,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,509.0,496.0,1356.7,1353.2
2024,MA,"Electric Generators, Independent Power Producers",Wind,12.0,10.0,59.2,59.1
2024,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,1.0,1.0,18.0,14.9
2024,MA,Industrial Power,All Sources,20.0,11.0,45.4,40.7
2024,MA,Industrial Power,Natural Gas,10.0,6.0,34.9,30.2
2024,MA,Industrial Power,Other,2.0,1.0,1.5,1.5
2024,MA,Industrial Power,Petroleum,5.0,3.0,4.1,4.1
2024,MA,Industrial Power,Solar Thermal and Photovoltaic,2.0,2.0,2.9,2.9
2024,MA,Industrial Power,Wind,1.0,1.0,2.0,2.0
2024,MA,Total Electric Power Industry,All Sources,971.0,658.0,12757.7,11505.4
2024,MA,Total Electric Power Industry,Hydroelectric,77.0,30.0,271.5,267.2
2024,MA,Total Electric Power Industry,Natural Gas,93.0,41.0,5985.1,5017.0
2024,MA,Total Electric Power Industry,Other,117.0,114.0,304.5,305.9
2024,MA,Total Electric Power Industry,Other Biomass,21.0,12.0,332.0,258.2
2024,MA,Total Electric Power Industry,Petroleum,82.0,24.0,2476.8,2275.9
2024,MA,Total Electric Power Industry,Pumped Storage,6.0,2.0,1834.0,1834.0
2024,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,545.0,530.0,1434.2,1430.5
2024,MA,Total Electric Power Industry,Wind,29.0,21.0,101.6,101.8
2024,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,1.0,1.0,18.0,14.9
2024,MD,"Combined Heat and Power, Electric Power",All Sources,8.0,3.0,380.7,312.1
2024,MD,"Combined Heat and Power, Electric Power",Natural Gas,6.0,2.0,316.2,250.8
2024,MD,"Combined Heat and Power, Electric Power",Other Biomass,2.0,1.0,64.5,61.3
2024,MD,Commercial Power,All Sources,38.0,14.0,119.9,115.3
2024,MD,Commercial Power,Natural Gas,16.0,6.0,89.1,86.3
2024,MD,Commercial Power,Other,1.0,1.0,1.5,1.5
2024,MD,Commercial Power,Other Biomass,7.0,2.0,6.7,5.6
2024,MD,Commercial Power,Petroleum,5.0,2.0,8.9,8.9
2024,MD,Commercial Power,Solar Thermal and Photovoltaic,8.0,7.0,11.8,11.7
2024,MD,Commercial Power,Wood and Wood Derived Fuels,1.0,1.0,1.9,1.3
2024,MD,"Electric Generators, Electric Utilities",All Sources,27.0,7.0,1198.6,1071.4
2024,MD,"Electric Generators, Electric Utilities",Natural Gas,4.0,2.0,1115.6,993.3
2024,MD,"Electric Generators, Electric Utilities",Other,1.0,1.0,2.5,0.7
2024,MD,"Electric Generators, Electric Utilities",Petroleum,21.0,4.0,75.0,71.9
2024,MD,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1.0,1.0,5.5,5.5
2024,MD,"Electric Generators, Independent Power Producers",All Sources,253.0,183.0,11181.0,10200.5
2024,MD,"Electric Generators, Independent Power Producers",Coal,2.0,1.0,1370.2,1273.0
2024,MD,"Electric Generators, Independent Power Producers",Hydroelectric,13.0,2.0,550.8,514.9
2024,MD,"Electric Generators, Independent Power Producers",Natural Gas,20.0,6.0,4834.5,4280.1
2024,MD,"Electric Generators, Independent Power Producers",Nuclear,2.0,1.0,1850.4,1745.2
2024,MD,"Electric Generators, Independent Power Producers",Other,2.0,2.0,7.2,7.2
2024,MD,"Electric Generators, Independent Power Producers",Other Biomass,28.0,6.0,83.6,70.4
2024,MD,"Electric Generators, Independent Power Producers",Petroleum,22.0,8.0,1631.8,1465.5
2024,MD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,159.0,157.0,662.5,654.2
2024,MD,"Electric Generators, Independent Power Producers",Wind,5.0,5.0,190.0,190.0
2024,MD,Industrial Power,All Sources,4.0,2.0,18.6,18.6
2024,MD,Industrial Power,Natural Gas,4.0,2.0,18.6,18.6
2024,MD,Total Electric Power Industry,All Sources,330.0,209.0,12898.8,11717.9
2024,MD,Total Electric Power Industry,Coal,2.0,1.0,1370.2,1273.0
2024,MD,Total Electric Power Industry,Hydroelectric,13.0,2.0,550.8,514.9
2024,MD,Total Electric Power Industry,Natural Gas,50.0,18.0,6374.0,5629.1
2024,MD,Total Electric Power Industry,Nuclear,2.0,1.0,1850.4,1745.2
2024,MD,Total Electric Power Industry,Other,4.0,4.0,11.2,9.4
2024,MD,Total Electric Power Industry,Other Biomass,37.0,9.0,154.8,137.3
2024,MD,Total Electric Power Industry,Petroleum,48.0,14.0,1715.7,1546.3
2024,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,168.0,165.0,679.8,671.4
2024,MD,Total Electric Power Industry,Wind,5.0,5.0,190.0,190.0
2024,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,1.0,1.0,1.9,1.3
2024,ME,"Combined Heat and Power, Electric Power",All Sources,18.0,3.0,182.3,157.0
2024,ME,"Combined Heat and Power, Electric Power",Hydroelectric,14.0,1.0,7.2,7.2
2024,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,4.0,3.0,175.1,149.8
2024,ME,Commercial Power,All Sources,3.0,3.0,34.1,27.7
2024,ME,Commercial Power,Natural Gas,1.0,1.0,3.8,3.8
2024,ME,Commercial Power,Other Biomass,2.0,2.0,30.3,23.9
2024,ME,"Electric Generators, Electric Utilities",All Sources,3.0,1.0,1.2,1.2
2024,ME,"Electric Generators, Electric Utilities",Hydroelectric,3.0,1.0,1.2,1.2
2024,ME,"Electric Generators, Independent Power Producers",All Sources,388.0,224.0,5230.7,5060.3
2024,ME,"Electric Generators, Independent Power Producers",Hydroelectric,194.0,48.0,678.3,699.7
2024,ME,"Electric Generators, Independent Power Producers",Natural Gas,9.0,4.0,1575.4,1450.2
2024,ME,"Electric Generators, Independent Power Producers",Other,8.0,7.0,64.0,62.3
2024,ME,"Electric Generators, Independent Power Producers",Other Biomass,3.0,2.0,16.5,14.7
2024,ME,"Electric Generators, Independent Power Producers",Petroleum,6.0,2.0,881.0,842.9
2024,ME,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,141.0,140.0,832.9,829.2
2024,ME,"Electric Generators, Independent Power Producers",Wind,22.0,20.0,1032.5,1029.5
2024,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,5.0,5.0,150.1,131.8
2024,ME,Industrial Power,All Sources,22.0,6.0,392.6,340.1
2024,ME,Industrial Power,Hydroelectric,10.0,1.0,18.5,17.7
2024,ME,Industrial Power,Natural Gas,3.0,1.0,163.5,130.2
2024,ME,Industrial Power,Other,1.0,1.0,22.0,22.0
2024,ME,Industrial Power,Petroleum,1.0,1.0,2.0,1.8
2024,ME,Industrial Power,Wood and Wood Derived Fuels,7.0,4.0,186.6,168.4
2024,ME,Total Electric Power Industry,All Sources,434.0,237.0,5840.9,5586.3
2024,ME,Total Electric Power Industry,Hydroelectric,221.0,51.0,705.2,725.8
2024,ME,Total Electric Power Industry,Natural Gas,13.0,6.0,1742.7,1584.2
2024,ME,Total Electric Power Industry,Other,9.0,8.0,86.0,84.3
2024,ME,Total Electric Power Industry,Other Biomass,5.0,4.0,46.8,38.6
2024,ME,Total Electric Power Industry,Petroleum,7.0,3.0,883.0,844.7
2024,ME,Total Electric Power Industry,Solar Thermal and Photovoltaic,141.0,140.0,832.9,829.2
2024,ME,Total Electric Power Industry,Wind,22.0,20.0,1032.5,1029.5
2024,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,16.0,12.0,511.8,450.0
2024,MI,"Combined Heat and Power, Electric Power",All Sources,27.0,6.0,2848.7,2827.4
2024,MI,"Combined Heat and Power, Electric Power",Coal,1.0,1.0,70.0,60.0
2024,MI,"Combined Heat and Power, Electric Power",Natural Gas,22.0,4.0,2529.7,2506.4
2024,MI,"Combined Heat and Power, Electric Power",Other Biomass,2.0,1.0,5.8,5.8
2024,MI,"Combined Heat and Power, Electric Power",Other Gases,1.0,1.0,238.0,250.0
2024,MI,"Combined Heat and Power, Electric Power",Petroleum,1.0,1.0,5.2,5.2
2024,MI,Commercial Power,All Sources,36.0,9.0,252.7,242.1
2024,MI,Commercial Power,Natural Gas,25.0,6.0,219.8,211.5
2024,MI,Commercial Power,Other Biomass,1.0,1.0,18.0,15.7
2024,MI,Commercial Power,Petroleum,8.0,2.0,13.9,13.9
2024,MI,Commercial Power,Solar Thermal and Photovoltaic,2.0,1.0,1.0,1.0
2024,MI,"Electric Generators, Electric Utilities",All Sources,471.0,130.0,25255.9,23876.4
2024,MI,"Electric Generators, Electric Utilities",Coal,9.0,3.0,6235.4,5666.5
2024,MI,"Electric Generators, Electric Utilities",Hydroelectric,194.0,40.0,329.6,245.6
2024,MI,"Electric Generators, Electric Utilities",Natural Gas,128.0,41.0,10415.2,9713.6
2024,MI,"Electric Generators, Electric Utilities",Nuclear,3.0,2.0,3502.3,3318.0
2024,MI,"Electric Generators, Electric Utilities",Other,2.0,2.0,1.4,1.3
2024,MI,"Electric Generators, Electric Utilities",Petroleum,99.0,26.0,409.9,368.7
2024,MI,"Electric Generators, Electric Utilities",Pumped Storage,6.0,1.0,1978.8,2179.8
2024,MI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,9.0,9.0,61.8,61.8
2024,MI,"Electric Generators, Electric Utilities",Wind,21.0,17.0,2321.5,2321.1
2024,MI,"Electric Generators, Independent Power Producers",All Sources,201.0,110.0,5132.1,4916.2
2024,MI,"Electric Generators, Independent Power Producers",Hydroelectric,21.0,9.0,17.4,16.0
2024,MI,"Electric Generators, Independent Power Producers",Natural Gas,8.0,3.0,1421.9,1285.5
2024,MI,"Electric Generators, Independent Power Producers",Nuclear,1.0,1.0,811.8,768.5
2024,MI,"Electric Generators, Independent Power Producers",Other Biomass,94.0,23.0,144.8,134.2
2024,MI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,51.0,51.0,1096.3,1095.2
2024,MI,"Electric Generators, Independent Power Producers",Wind,20.0,17.0,1455.8,1453.2
2024,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,6.0,6.0,184.1,163.6
2024,MI,Industrial Power,All Sources,35.0,17.0,309.5,277.3
2024,MI,Industrial Power,Coal,3.0,2.0,8.7,5.8
2024,MI,Industrial Power,Hydroelectric,5.0,2.0,2.8,1.9
2024,MI,Industrial Power,Natural Gas,17.0,10.0,72.4,63.4
2024,MI,Industrial Power,Petroleum,5.0,1.0,47.2,47.2
2024,MI,Industrial Power,Wood and Wood Derived Fuels,5.0,2.0,178.4,159.0
2024,MI,Total Electric Power Industry,All Sources,770.0,272.0,33798.9,32139.4
2024,MI,Total Electric Power Industry,Coal,13.0,6.0,6314.1,5732.3
2024,MI,Total Electric Power Industry,Hydroelectric,220.0,51.0,349.8,263.5
2024,MI,Total Electric Power Industry,Natural Gas,200.0,64.0,14659.0,13780.4
2024,MI,Total Electric Power Industry,Nuclear,4.0,3.0,4314.1,4086.5
2024,MI,Total Electric Power Industry,Other,2.0,2.0,1.4,1.3
2024,MI,Total Electric Power Industry,Other Biomass,97.0,25.0,168.6,155.7
2024,MI,Total Electric Power Industry,Other Gases,1.0,1.0,238.0,250.0
2024,MI,Total Electric Power Industry,Petroleum,113.0,30.0,476.2,435.0
2024,MI,Total Electric Power Industry,Pumped Storage,6.0,1.0,1978.8,2179.8
2024,MI,Total Electric Power Industry,Solar Thermal and Photovoltaic,62.0,61.0,1159.1,1158.0
2024,MI,Total Electric Power Industry,Wind,41.0,34.0,3777.3,3774.3
2024,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,11.0,8.0,362.5,322.6
2024,MN,"Combined Heat and Power, Electric Power",All Sources,6.0,5.0,372.9,329.9
2024,MN,"Combined Heat and Power, Electric Power",Natural Gas,3.0,2.0,304.5,269.0
2024,MN,"Combined Heat and Power, Electric Power",Other Biomass,2.0,2.0,31.4,27.9
2024,MN,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,1.0,1.0,37.0,33.0
2024,MN,Commercial Power,All Sources,45.0,16.0,188.8,145.7
2024,MN,Commercial Power,Natural Gas,6.0,3.0,32.0,19.3
2024,MN,Commercial Power,Other,1.0,1.0,6.5,2.8
2024,MN,Commercial Power,Other Biomass,5.0,2.0,11.6,8.3
2024,MN,Commercial Power,Petroleum,24.0,10.0,54.9,45.4
2024,MN,Commercial Power,Wind,7.0,4.0,11.0,9.9
2024,MN,Commercial Power,Wood and Wood Derived Fuels,2.0,1.0,72.8,60.0
2024,MN,"Electric Generators, Electric Utilities",All Sources,377.0,125.0,13093.3,11862.8
2024,MN,"Electric Generators, Electric Utilities",Coal,5.0,3.0,3224.9,3004.0
2024,MN,"Electric Generators, Electric Utilities",Hydroelectric,53.0,19.0,144.3,138.3
2024,MN,"Electric Generators, Electric Utilities",Natural Gas,86.0,31.0,4834.5,4216.0
2024,MN,"Electric Generators, Electric Utilities",Nuclear,3.0,2.0,1871.2,1657.0
2024,MN,"Electric Generators, Electric Utilities",Other,1.0,1.0,5.0,5.0
2024,MN,"Electric Generators, Electric Utilities",Other Biomass,5.0,3.0,49.6,37.5
2024,MN,"Electric Generators, Electric Utilities",Petroleum,183.0,57.0,833.4,727.3
2024,MN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,8.0,8.0,318.4,318.3
2024,MN,"Electric Generators, Electric Utilities",Wind,33.0,22.0,1812.0,1759.4
2024,MN,"Electric Generators, Independent Power Producers",All Sources,847.0,622.0,5646.0,5492.6
2024,MN,"Electric Generators, Independent Power Producers",Hydroelectric,37.0,6.0,56.7,55.9
2024,MN,"Electric Generators, Independent Power Producers",Natural Gas,5.0,2.0,1087.6,970.0
2024,MN,"Electric Generators, Independent Power Producers",Other,5.0,5.0,21.0,19.3
2024,MN,"Electric Generators, Independent Power Producers",Other Biomass,5.0,2.0,42.7,36.9
